episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 8100, epsilon: 0.7570000000002066, average steps: 4.48, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.409692580628741
episode: 8200, epsilon: 0.7540000000002092, average steps: 4.11, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.4294125289631296
episode: 8300, epsilon: 0.7510000000002117, average steps: 4.34, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 0.3879043712164812
episode: 8400, epsilon: 0.7480000000002143, average steps: 4.3, maximum length: 6, average length: 4.18, average reward: -0.07, average loss: 0.3982108157734538
episode: 8500, epsilon: 0.7450000000002168, average steps: 4.61, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.4109983608983215
episode: 8600, epsilon: 0.7420000000002194, average steps: 4.38, maximum length: 7, average length: 4.21, average reward: 0.13, average loss: 0.41662531295051314
episode: 8700, epsilon: 0.7390000000002219, average steps: 4.55, maximum length: 7, average length: 4.19, average reward: -0.02, average loss: 0.41886208136003095
episode: 8800, epsilon: 0.7360000000002245, average steps: 3.7, maximum length: 7, average length: 4.12, average reward: -0.37, average loss: 0.41811767042287296
episode: 8900, epsilon: 0.733000000000227, average steps: 3.93, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.40986445041861547
episode: 9000, epsilon: 0.7300000000002296, average steps: 4.14, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.4452404072193276
episode: 9100, epsilon: 0.7270000000002321, average steps: 4.52, maximum length: 7, average length: 4.2, average reward: 0.05, average loss: 0.42240055542505156
episode: 9200, epsilon: 0.7240000000002347, average steps: 4.49, maximum length: 6, average length: 4.17, average reward: -0.12, average loss: 0.42034728505663194
episode: 9300, epsilon: 0.7210000000002372, average steps: 3.87, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.4062289314041304
episode: 9400, epsilon: 0.7180000000002398, average steps: 3.94, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.4167431633314354
episode: 9500, epsilon: 0.7150000000002423, average steps: 4.51, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.4134470807789038
episode: 9600, epsilon: 0.7120000000002449, average steps: 4.43, maximum length: 5, average length: 4.17, average reward: -0.15, average loss: 0.4103095247567911
episode: 9700, epsilon: 0.7090000000002474, average steps: 3.95, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.4308209050399593
episode: 9800, epsilon: 0.70600000000025, average steps: 4.28, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 0.4188406113796284
episode: 9900, epsilon: 0.7030000000002525, average steps: 3.79, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.42847440177501034
episode: 10000, epsilon: 0.7000000000002551, average steps: 3.94, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 0.4162831810884518
episode: 10100, epsilon: 0.6970000000002576, average steps: 3.75, maximum length: 5, average length: 4.16, average reward: -0.2, average loss: 0.43925329465667406
episode: 10200, epsilon: 0.6940000000002602, average steps: 3.54, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 0.4006204558799496
episode: 10300, epsilon: 0.6910000000002627, average steps: 4.08, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.43172151998927194
episode: 10400, epsilon: 0.6880000000002653, average steps: 3.94, maximum length: 6, average length: 4.12, average reward: -0.38, average loss: 0.40380125701767844
episode: 10500, epsilon: 0.6850000000002678, average steps: 3.93, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.4222482689786655
episode: 10600, epsilon: 0.6820000000002704, average steps: 4.67, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.4069714968190459
episode: 10700, epsilon: 0.6790000000002729, average steps: 4.09, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 0.3960815534396393
episode: 10800, epsilon: 0.6760000000002755, average steps: 3.57, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 0.4023088686460373
episode: 10900, epsilon: 0.673000000000278, average steps: 4.05, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.4148581169085738
episode: 11000, epsilon: 0.6700000000002806, average steps: 3.89, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.3982951789328249
episode: 11100, epsilon: 0.6670000000002831, average steps: 4.3, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 0.4101261557361414
episode: 11200, epsilon: 0.6640000000002857, average steps: 3.66, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 0.4173507890842163
episode: 11300, epsilon: 0.6610000000002882, average steps: 4.01, maximum length: 6, average length: 4.21, average reward: 0.08, average loss: 0.3996744880596747
episode: 11400, epsilon: 0.6580000000002908, average steps: 4.08, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.40738724177593694
episode: 11500, epsilon: 0.6550000000002933, average steps: 3.91, maximum length: 7, average length: 4.1, average reward: -0.46, average loss: 0.41029111980972693
episode: 11600, epsilon: 0.6520000000002959, average steps: 3.96, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.41870236287664886
episode: 11700, epsilon: 0.6490000000002984, average steps: 3.69, maximum length: 7, average length: 4.12, average reward: -0.37, average loss: 0.43101927642092147
episode: 11800, epsilon: 0.646000000000301, average steps: 3.83, maximum length: 6, average length: 4.17, average reward: -0.14, average loss: 0.3986003339368432
episode: 11900, epsilon: 0.6430000000003036, average steps: 4.21, maximum length: 5, average length: 4.16, average reward: -0.2, average loss: 0.4076845266827495
episode: 12000, epsilon: 0.6400000000003061, average steps: 3.86, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 0.4106527860686569
episode: 12100, epsilon: 0.6370000000003087, average steps: 3.62, maximum length: 5, average length: 4.17, average reward: -0.15, average loss: 0.4139799789952639
episode: 12200, epsilon: 0.6340000000003112, average steps: 4.0, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.4111101141758263
episode: 12300, epsilon: 0.6310000000003138, average steps: 3.75, maximum length: 7, average length: 4.17, average reward: -0.09, average loss: 0.4228943126400312
episode: 12400, epsilon: 0.6280000000003163, average steps: 3.9, maximum length: 8, average length: 4.12, average reward: -0.34, average loss: 0.41208064635403646
episode: 12500, epsilon: 0.6250000000003189, average steps: 3.46, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.4226580601013292
episode: 12600, epsilon: 0.6220000000003214, average steps: 3.85, maximum length: 6, average length: 4.26, average reward: 0.33, average loss: 0.43077302745410373
episode: 12700, epsilon: 0.619000000000324, average steps: 3.86, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 0.4229199542649515
episode: 12800, epsilon: 0.6160000000003265, average steps: 4.18, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.4317217190977204
episode: 12900, epsilon: 0.6130000000003291, average steps: 3.22, maximum length: 6, average length: 4.09, average reward: -0.54, average loss: 0.4232446680319791
episode: 13000, epsilon: 0.6100000000003316, average steps: 3.73, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 0.410303056619602
episode: 13100, epsilon: 0.6070000000003342, average steps: 3.61, maximum length: 7, average length: 4.17, average reward: -0.11, average loss: 0.416742574918881
episode: 13200, epsilon: 0.6040000000003367, average steps: 3.3, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.42118926017799163
episode: 13300, epsilon: 0.6010000000003393, average steps: 3.82, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 0.4209003557221896
episode: 13400, epsilon: 0.5980000000003418, average steps: 3.33, maximum length: 5, average length: 4.15, average reward: -0.25, average loss: 0.42979827480720684
episode: 13500, epsilon: 0.5950000000003444, average steps: 3.66, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 0.4414404668829969
episode: 13600, epsilon: 0.5920000000003469, average steps: 3.43, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 0.417583983434967
episode: 13700, epsilon: 0.5890000000003495, average steps: 3.76, maximum length: 6, average length: 4.08, average reward: -0.58, average loss: 0.4087742646720181
episode: 13800, epsilon: 0.586000000000352, average steps: 3.65, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.42153110371468816
episode: 13900, epsilon: 0.5830000000003546, average steps: 3.38, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.4222382975400552
episode: 14000, epsilon: 0.5800000000003571, average steps: 3.8, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 0.4170666656407871
episode: 14100, epsilon: 0.5770000000003597, average steps: 3.62, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.4162182410180733
episode: 14200, epsilon: 0.5740000000003622, average steps: 3.81, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 0.41136379461745265
episode: 14300, epsilon: 0.5710000000003648, average steps: 3.84, maximum length: 6, average length: 4.08, average reward: -0.59, average loss: 0.4249027725600172
episode: 14400, epsilon: 0.5680000000003673, average steps: 3.09, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.3917985122204791
episode: 14500, epsilon: 0.5650000000003699, average steps: 3.84, maximum length: 7, average length: 4.14, average reward: -0.26, average loss: 0.42376502746871364
episode: 14600, epsilon: 0.5620000000003724, average steps: 3.81, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.4187630179418823
episode: 14700, epsilon: 0.559000000000375, average steps: 3.29, maximum length: 8, average length: 4.09, average reward: -0.49, average loss: 0.4270580268399875
episode: 14800, epsilon: 0.5560000000003775, average steps: 3.79, maximum length: 7, average length: 4.18, average reward: -0.07, average loss: 0.42170914941735194
episode: 14900, epsilon: 0.5530000000003801, average steps: 3.52, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.44094412405551836
episode: 15000, epsilon: 0.5500000000003826, average steps: 3.63, maximum length: 6, average length: 4.14, average reward: -0.27, average loss: 0.4125824911473704
episode: 15100, epsilon: 0.5470000000003852, average steps: 3.51, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.4250415111984792
episode: 15200, epsilon: 0.5440000000003877, average steps: 3.49, maximum length: 7, average length: 4.13, average reward: -0.31, average loss: 0.4185822021781886
episode: 15300, epsilon: 0.5410000000003903, average steps: 4.15, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.42349956896470253
episode: 15400, epsilon: 0.5380000000003928, average steps: 3.51, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 0.4245520794387387
episode: 15500, epsilon: 0.5350000000003954, average steps: 3.21, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 0.41311032557134686
episode: 15600, epsilon: 0.5320000000003979, average steps: 3.57, maximum length: 5, average length: 4.16, average reward: -0.2, average loss: 0.4112621861867377
episode: 15700, epsilon: 0.5290000000004005, average steps: 2.98, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 0.43640716577686317
